ProjectName,IDPaper,ProjectType,Stars,Size,Forks,Commit Count,Contributors,Project Age,Activity Rate,ContributorNumber
euclidjda/deep-quant,ID1,Applied,134,15684,53,416.0,5,2684,0.1765704584040747,5.0
nardeas/MHGAN,ID1,Applied,19,3243,8,27.0,0,2186,0.0165339865278628,1.0
ell-hol/mpc-DL-controller,ID1,Applied,72,4716,38,10.0,0,2353,0.0047438330170777,1.0
criteo/tf-yarn,ID1,Applied,86,794,28,522.0,10,2332,0.2606090863704443,10.0
zalandoresearch/pytorch-vq-vae,ID1,Applied,497,1000,96,14.0,1,2391,0.0066006600660066,1.0
NeymarL/ChineseChess-AlphaZero,ID1,Applied,1032,1204220,336,680.0,1,2550,0.2970729576234163,1.0
sacmehta/ESPNetv2,ID1,Applied,442,44301,70,64.0,2,2256,0.0325038090401218,2.0
louisyuzhe/MachineLearning_NILM,ID1,Applied,31,48589,4,17.0,1,2160,0.0100710900473933,1.0
NRCan/geo-deep-learning,ID1,Applied,147,110627,44,938.0,18,2330,0.4607072691552062,18.0
bioinfomaticsCSU/deepsignal,ID1,Applied,107,311,21,209.0,2,2235,0.1072895277207392,2.0
osirislab/armana,ID1,Applied,7,20899,3,82.0,2,2271,0.0418154003059663,2.0
hpanwar08/sentence-classification-pytorch,ID1,Applied,34,564,9,19.0,1,2475,0.0109510086455331,1.0
preritj/segmentation,ID1,Applied,100,661,33,13.0,1,2674,0.0058850158442734,1.0
msdslab/automated-systematic-review,ID1,Applied,563,138135,109,1322.0,30,2206,0.6800411522633745,44.0
Stable-Baselines-Team/stable-baselines,ID1,Applied,277,9494,58,864.0,30,2196,0.4525929806181247,104.0
persephone-tools/persephone,ID1,Applied,154,1299,27,1187.0,5,2901,0.4568899153194765,5.0
athena-team/athena,ID2,Applied,943,10422,194,689.0,18,1859,0.4317042606516291,18.0
Tiiiger/SGC,ID1,Applied,816,6246,146,25.0,6,2185,0.0130548302872062,6.0
Tiiiger/QPyTorch,ID2,Applied,253,243,68,246.0,7,2369,0.1175908221797323,9.0
pylearner-bot/pylearner-rasa,ID1,Applied,8,4313,1,413.0,9,2116,0.3224043715846995,9.0
NonvolatileMemory/MXNET-SMN,ID1,Applied,18,23,5,16.0,1,2604,0.016016016016016,1.0
AlessioTonioni/tf-objdetector,ID1,Applied,21,39,8,25.0,2,2737,0.0156445556946182,2.0
commaai/openpilot,ID2,Applied,47763,2568509,8590,12610.0,30,2982,4.634325615582506,440.0
hans/nn-decoding,ID1,Applied,54,141416,12,178.0,1,2434,0.0837647058823529,1.0
datasciencecampus/pyGrams,ID1,Applied,60,698862,23,728.0,7,2348,0.3568627450980392,7.0
Hsuxu/Loss_ToolBox-PyTorch,ID1,Applied,324,234,56,52.0,1,2297,0.0255779636005902,2.0
floydhub/mnist,ID1,Applied,46,332,23,21.0,1,2674,0.0094043887147335,1.0
meowoodie/Regularized-RBM,ID1,Applied,13,1671,2,106.0,1,2564,0.0690553745928338,1.0
arose13/rosey,ID1,Applied,11,720,0,70.0,1,2468,0.0709219858156028,1.0
jkoutsikakis/pytorch-wrapper,ID1,Applied,92,250,18,28.0,1,1992,0.016250725478816,1.0
udion/XTBTorch,ID1,Applied,15,17243,4,10.0,1,2193,0.0061349693251533,1.0
f90/Wave-U-Net,ID1,Applied,797,7448,177,57.0,5,2466,0.0258503401360544,5.0
f90/AdversarialAudioSeparation,ID1,Applied,81,1613,15,12.0,1,2642,0.005281690140845,1.0
sharmaroshan/SECOM-Detecting-Defected-Items,ID1,Applied,26,5117,14,11.0,1,2125,0.0060207991242474,1.0
sharmaroshan/Drugs-Recommendation-using-Reviews,ID1,Applied,60,4043,31,14.0,1,2125,0.0085313833028641,1.0
sharmaroshan/Online-Shoppers-Purchasing-Intention,ID1,Applied,14,4865,11,11.0,1,2116,0.0064289888953828,1.0
NTMC-Community/MatchZoo,ID1,Applied,3819,42076,901,1810.0,27,2786,0.7182539682539683,27.0
AnthonyMRios/leml,ID1,Applied,23,1681,3,20.0,2,2967,0.0077429345722028,2.0
cftang0827/pedestrian_detection_ssdlite,ID1,Applied,34,11368,12,17.0,1,2334,0.0084788029925187,1.0
cftang0827/pedestrian_recognition,ID1,Applied,31,4648,9,18.0,2,2397,0.0084865629420084,2.0
yonkshi/text2imageNet,ID1,Applied,26,87163,3,170.0,3,2461,0.1642512077294686,3.0
rouyang2017/SISSO,ID1,Applied,218,2222,72,166.0,1,2656,0.0696016771488469,1.0
GeoscienceAustralia/dea-notebooks,ID1,Applied,417,3405602,126,1109.0,30,2522,0.4904909332153914,54.0
advaitsave/Multiclass-Semantic-Segmentation-CamVid,ID1,Applied,82,236258,41,10.0,1,2126,0.0054024851431658,1.0
binzhouchn/capsule-pytorch,ID1,Applied,86,30,11,49.0,1,2288,0.0253229974160206,1.0
jsbruglie/tf-shape-detection,ID1,Applied,17,36,4,30.0,2,2386,0.0179425837320574,2.0
sfujiwara/tfmodel,ID1,Applied,6,1047,2,123.0,1,2949,0.0728241563055062,1.0
mtobeiyf/audio-classification,ID1,Applied,160,16493,54,41.0,3,2604,0.0176876617773943,3.0
eigenfoo/modo-de-ambar,ID1,Applied,16,118011,0,99.0,3,2474,0.0473910962182862,3.0
weidongcao/huanLing,ID1,Applied,56,12491,11,90.0,1,2541,0.0398582816651904,1.0
LaurentMazare/tch-rs,ID1,Applied,3867,4907,312,857.0,30,2168,0.4493969585736759,72.0
bzier/gym-mupen64plus,ID1,Applied,88,48520,36,203.0,8,2880,0.0779569892473118,8.0
yule-li/MassFace,ID1,Applied,56,6694,11,59.0,2,2184,0.0327959977765425,2.0
Davidham3/STGCN,ID1,Applied,108,6828,41,34.0,1,2398,0.0167076167076167,1.0
catalyst-team/catalyst,ID1,Applied,3230,55187,385,1698.0,30,2348,0.8139980824544583,97.0
catalyst-team/classification,ID1,Applied,36,1146,9,111.0,10,2150,0.0628895184135977,10.0
AlexGidiotis/Document-Classifier-LSTM,ID1,Applied,169,86,52,52.0,3,2713,0.0213640098603122,3.0
AlexGidiotis/Multimodal-Gesture-Recognition-with-LSTMs-and-CTC,ID1,Applied,27,75,5,34.0,1,2705,0.0140670252378982,1.0
Hourout/GAN-keras,ID1,Applied,32,107,11,80.0,1,2293,0.0417972831765935,1.0
suzana-ilic/crypto_stock_market_prediction,ID1,Applied,12,11747,11,18.0,3,2336,0.0097139773340528,3.0
includeamin/WBC-Classification,ID1,Applied,23,114163,5,40.0,1,2215,0.0228440890919474,1.0
jangsoopark/IDN-TensorFlow,ID1,Applied,16,31207,3,22.0,1,2286,0.0110608345902463,1.0
bxshi/ProjE,ID1,Applied,76,943,41,18.0,2,3191,0.0062456627342123,2.0
bxshi/ConMask,ID1,Applied,108,90,34,20.0,1,2871,0.0076923076923076,1.0
mangaki/mangaki,ID2,Applied,135,14270,35,1093.0,28,3319,0.3666554847366655,28.0
limteng-rpi/neural_name_tagging,ID1,Applied,37,161,5,67.0,1,2079,0.0382857142857142,1.0
limteng-rpi/mlmt,ID1,Applied,29,212,7,69.0,1,2460,0.0352580480327031,1.0
alecGraves/BVAE-tf,ID1,Applied,54,2745,13,33.0,2,2491,0.0150891632373113,2.0
motokimura/spacenet_building_detection,ID1,Applied,171,88203,54,71.0,2,2419,0.0332241459990641,2.0
shenweichen/DeepCTR,ID1,Applied,7360,7683,2179,133.0,14,2665,0.0553244592346089,14.0
HypoX64/candock,ID1,Applied,77,1461,29,79.0,1,2131,0.0428184281842818,1.0
slrbl/Intrusion-and-anomaly-detection-with-machine-learning,ID1,Applied,144,14280,72,166.0,3,2882,0.0639938319198149,3.0
hrnbot/Basic-Mathematics-for-Machine-Learning,ID1,Applied,573,4139,171,19.0,4,2339,0.0091522157996146,4.0
octohedron/sclapi,ID1,Applied,4,8,1,11.0,1,2167,0.0743243243243243,1.0
scikit-multilearn/scikit-multilearn,ID1,Applied,906,46335,176,547.0,22,3921,0.1495761553185671,22.0
themightyoarfish/deepVO,ID1,Applied,50,5266,17,176.0,3,2514,0.1084411583487369,3.0
tianyili2017/HEVC-Complexity-Reduction,ID1,Applied,121,367237,79,125.0,1,2513,0.0558784085829235,1.0
ssydasheng/GPflow-Slim,ID1,Applied,17,134,9,21.0,3,2406,0.0132827324478178,3.0
jeanggi90/sensorCar,ID1,Applied,17,24441,4,132.0,1,2450,0.0711974110032362,1.0
kiudee/cs-ranking,ID1,Applied,67,29992,15,859.0,4,2540,0.3871113114015322,4.0
parap1uie-s/Keras-RFCN,ID1,Applied,71,2958,23,27.0,2,2458,0.0130624092888243,2.0
sanjit-bhat/Var-CNN--DynaFlow,ID1,Applied,44,67,13,63.0,2,2538,0.0279875610839626,2.0
SuperKogito/Voice-based-gender-recognition,ID1,Applied,187,9392,66,37.0,2,2314,0.0180224062347783,2.0
MathBunny/strava-wind-analysis-ml,ID1,Applied,6,79,1,53.0,1,2645,0.0282064928153273,1.0
spcl/ncc,ID1,Applied,201,9585,51,45.0,5,2408,0.0210970464135021,5.0
roboreport/doc2vec-api,ID1,Applied,92,11122,37,48.0,2,2962,0.0179910044977511,2.0
tensorflow/lucid,ID2,Applied,4614,148135,650,667.0,30,2555,0.2907585004359198,33.0
amalF/Kervolution,ID1,Applied,20,207,2,19.0,1,2068,0.0192307692307692,1.0
Fyusion/LLFF,ID1,Applied,1463,32716,242,25.0,5,2093,0.0136686714051394,5.0
ivclab/PAE,ID1,Applied,29,3410,8,62.0,2,2190,0.0401554404145077,2.0
AssembleSoftware/IoTPy,ID1,Applied,25,164892,8,724.0,4,2825,0.3867521367521367,4.0
elvisun/Chinese-poem-generator,ID1,Applied,9,46076,3,35.0,2,2566,0.0157942238267148,2.0
cics-nd/rans-uncertainty,ID1,Applied,53,364788,30,12.0,2,2190,0.006282722513089,2.0
HsuWanTing/unified-summarization,ID1,Applied,125,15764,31,84.0,1,2681,0.0352053646269907,1.0
yangyanli/PointCNN,ID1,Applied,1353,343,364,204.0,5,2711,0.0835723064317902,5.0
evilsocket/ergo-pe-av,ID1,Applied,173,4027,37,27.0,1,2076,0.0151091214325685,1.0
gigatskhondia/Reinforcement_Learning_and_FEA,ID1,Applied,47,91610,12,838.0,1,2294,0.4144411473788328,1.0
smilelight/lightNLP,ID1,Applied,824,51704,213,73.0,1,2190,0.0385224274406332,1.0
marketneutral/alphatools,ID1,Applied,386,41790,81,161.0,1,2340,0.0775156475686085,1.0
jakeret/tf_unet,ID2,Applied,1893,4933,751,209.0,12,3086,0.0739823008849557,12.0
heysachin/Deep-Learning-PyTorch-Course-Materials,ID1,Applied,9,27598,6,40.0,1,2119,0.0250156347717323,1.0
CyberZHG/keras-word-char-embd,ID1,Applied,44,45,11,41.0,1,2372,0.0200391006842619,1.0
CyberZHG/keras-gpt-2,ID1,Applied,127,97,32,25.0,2,2166,0.0135869565217391,2.0
DevSinghSachan/multilingual_nmt,ID1,Applied,45,271972,8,171.0,0,2501,0.079608938547486,1.0
willinseu/kesci-urdu-sentiment-analysis,ID1,Applied,70,41,22,22.0,1,2143,0.013530135301353,1.0
AnubhavGupta3377/Text-Classification-Models-Pytorch,ID1,Applied,483,12921,136,87.0,1,2251,0.0439838220424671,1.0
yippp/FSRCNN,ID1,Applied,39,76925,14,31.0,1,2542,0.0137716570413149,1.0
salu133445/binarygan,ID1,Applied,26,3092,5,73.0,1,2432,0.0356619443087445,1.0
salu133445/musegan,ID1,Applied,1714,75250,359,405.0,10,2689,0.1668039538714991,10.0
csvance/keras-mobile-detectnet,ID1,Applied,98,25273,25,75.0,1,2102,0.0412314458493677,1.0
hli1221/imagefusion_densefuse,ID1,Applied,238,42246,63,102.0,1,2509,0.0455967814036656,1.0
hli1221/Imagefusion_deepfuse,ID1,Applied,95,21694,29,51.0,1,2579,0.0220970537261698,1.0
SketchyScene/SketchyScene,ID1,Applied,101,7827,22,53.0,3,2376,0.0257032007759456,3.0
Stick-To/CenterNet-tensorflow,ID1,Applied,133,683,53,26.0,1,2087,0.0152761457109283,1.0
Stick-To/Object-Detection-API-Tensorflow,ID1,Applied,273,233,93,52.0,1,2079,0.0286659316427783,1.0
bfelbo/DeepMoji,ID1,Applied,1494,113200,310,52.0,6,2746,0.021010101010101,6.0
fdtomasi/regain,ID1,Applied,28,55103,12,728.0,3,2779,0.2939039160274526,3.0
mj000001/Object-Detection-And-Tracking,ID1,Applied,41,61767,7,14.0,1,2098,0.008235294117647,1.0
hypraptive/bearid,ID1,Applied,46,41205,6,227.0,2,2857,0.0879504068190623,2.0
Accagain2014/TextMatching,ID1,Applied,91,26,38,18.0,1,2864,0.0071005917159763,1.0
hendrycks/robustness,ID1,Applied,970,76334,143,74.0,5,2484,0.0334085778781038,5.0
hendrycks/outlier-exposure,ID1,Applied,531,377544,106,42.0,2,2438,0.0193995381062355,2.0
LexPredict/lexpredict-contraxsuite,ID1,Applied,163,155359,59,306.0,10,2750,0.1253071253071253,10.0
akashmjn/cs224n-gpu-that-talks,ID1,Applied,52,3098,13,108.0,1,2534,0.054353296426774,1.0
Walleclipse/AGPC,ID1,Applied,39,161,10,18.0,2,2066,0.0105386416861826,2.0
Walleclipse/PersonalityDiscrimination_Chatting,ID1,Applied,7,1566,2,14.0,1,2190,0.0087994971715901,1.0
ArtificiAI/Multilingual-Latent-Dirichlet-Allocation-LDA,ID1,Applied,81,83,29,28.0,2,2334,0.0135790494665373,2.0
PrincetonUniversity/ASPIRE-Python,ID1,Applied,44,250699,21,4559.0,16,2060,2.5771622385528548,16.0
thinkingmachines/christmAIs,ID1,Applied,90,7577,24,146.0,2,2289,0.0766806722689075,2.0
nav74neet/ddpg_biped,ID1,Applied,88,1369,50,156.0,1,2387,0.0750721847930702,1.0
wyattferguson/trumpbot-rnn,ID1,Applied,16,67957,1,13.0,2,2092,0.0076201641266119,2.0
hengchuan/RDN-TensorFlow,ID1,Applied,146,102214,46,32.0,1,2482,0.0145918832649338,1.0
junyanz/BicycleGAN,ID1,Applied,1458,31586,254,94.0,5,2627,0.0397295012679628,5.0
guanfuchen/cifarclassify,ID1,Applied,39,419,8,22.0,1,2598,0.0094868477792151,1.0
guanfuchen/semseg,ID1,Applied,749,574,164,120.0,1,2605,0.0515021459227467,1.0
Miffyli/ToriLLE,ID1,Applied,47,51115,6,257.0,1,2488,0.1187066974595843,1.0
gooofy/zamia-ai,ID1,Applied,153,124072,26,1546.0,2,4024,0.4108424129683763,2.0
leela-zero/leela-zero,ID2,Applied,5272,3802,1009,843.0,30,2648,0.3533109807208717,58.0
inferno-pytorch/speedrun,ID1,Applied,76,217,5,117.0,5,2436,0.0557408289661743,5.0
rgeirhos/Stylized-ImageNet,ID1,Applied,495,988,63,52.0,2,2271,0.0258835241413638,2.0
Nasdin/VideoRecognition-realtime-autotrainer-alerts,ID1,Applied,48,63414,24,37.0,1,2575,0.0175939134569662,1.0
tea1528/Non-Local-NN-Pytorch,ID1,Applied,236,446,58,13.0,1,2151,0.0068819481206987,1.0
FlorentF9/DESOM,ID1,Applied,88,7043,29,33.0,2,2205,0.0173046670162559,3.0
Acellera/moleculekit,ID1,Applied,192,93804,36,874.0,8,2128,0.468130690948045,8.0
home-assistant/core,ID2,Applied,68847,618332,28142,77912.0,30,4146,20.054568854568856,406.0
natethegreate/hent-AI,ID2,Applied,1557,149698,142,489.0,30,1799,0.3179453836150845,40.0
bio-ontology-research-group/walking-rdf-and-owl,ID1,Applied,44,1347,7,57.0,5,3145,0.0201698513800424,5.0
ppliuboy/DDFlow,ID1,Applied,117,104419,14,12.0,2,2194,0.0066334991708126,2.0
artem-oppermann/Deep-Autoencoders-For-Collaborative-Filtering,ID1,Applied,113,36001,41,29.0,1,2476,0.0131221719457013,1.0
artem-oppermann/Sentiment-Analysis-of-Netflix-Reviews,ID1,Applied,52,60827,32,39.0,1,2497,0.0177353342428376,1.0
DetectionTeamUCAS/FCOS_Tensorflow,ID1,Applied,94,5353,29,11.0,1,2103,0.0080941869021339,1.0
DetectionTeamUCAS/RetinaNet_Tensorflow,ID1,Applied,51,6604,17,11.0,1,2073,0.0082768999247554,1.0
Robert-JunWang/PeleeNet,ID1,Applied,153,20509,53,18.0,1,2498,0.0081117620549797,1.0
KristiyanVachev/Question-Generation,ID1,Applied,469,20142,113,35.0,1,2219,0.0178845171180378,1.0
khuangaf/CryptocurrencyPrediction,ID1,Applied,810,6491,323,29.0,1,2692,0.0119390695759571,1.0
ianwhale/nsga-net,ID1,Applied,253,2549,80,55.0,3,2437,0.0256052141527001,3.0
yzou2/cbst,ID1,Applied,184,2801,26,84.0,1,2305,0.0417495029821073,1.0
ajaysub110/A-Neural-Compositional-Paradigm-for-Image-Captioning,ID1,Applied,12,22,3,17.0,1,2190,0.0147697654213727,1.0
uci-cbcl/D-GEX,ID1,Applied,144,181,61,44.0,1,3497,0.013801756587202,1.0
liupei101/TFDeepSurv,ID1,Applied,95,587,27,49.0,2,2275,0.0246107483676544,2.0
Nealcly/sarcasm-detection-for-sentiment-analysis,ID1,Applied,22,7016,3,25.0,1,2508,0.0136686714051394,1.0
anrputina/outlierdenstream,ID1,Applied,0,152,2,44.0,3,1567,44.0,3.0
netrack/keras-metrics,ID1,Applied,165,42,23,39.0,9,2437,0.0179889298892988,9.0
fferroni/PhasedLSTM-Keras,ID1,Applied,145,364,53,25.0,3,2961,0.0093949642991356,3.0
thulab/DeepHash,ID1,Applied,550,8089,125,49.0,5,2470,0.0222020842772995,5.0
henrysky/astroNN,ID1,Applied,188,185651,53,2025.0,4,2658,0.8479899497487438,4.0
inejc/paragraph-vectors,ID1,Applied,406,841,74,49.0,2,2700,0.020098441345365,2.0
chrisPiemonte/url2vec,ID1,Applied,13,166679,9,84.0,2,3299,0.034090909090909,2.0
chrisPiemonte/crime-analysis,ID1,Applied,34,85174,14,37.0,1,2890,0.0144024912417282,1.0
NUAA-AL/ALiPy,ID1,Applied,859,1272,115,334.0,6,2318,0.1634850709740577,6.0
harveyslash/Facial-Similarity-with-Siamese-Networks-in-Pytorch,ID1,Applied,955,6475,273,34.0,6,2745,0.0137041515517936,6.0
lengstrom/fast-style-transfer,ID1,Applied,10873,11288,2617,69.0,15,3108,0.024236037934668,15.0
joehammer934/MGN-ReId,ID1,Applied,35,978,15,11.0,1,2133,0.0078796561604584,1.0
nengo/nengo-dl,ID1,Applied,86,79605,21,892.0,10,3181,0.3098298020145884,10.0
napsternxg/TwitterNER,ID1,Applied,140,43587,33,29.0,3,3050,0.0105377906976744,3.0
zoujx96/adversarial_BFGS_TensorFlow,ID1,Applied,6,11,0,15.0,1,2648,0.0273224043715847,1.0
wuhao5688/RNN-TrajModel,ID1,Applied,94,121,40,29.0,2,2825,0.0113591852722287,2.0
Mishima-syk/py4chemoinformatics,ID1,Applied,217,35464,85,301.0,4,2234,0.1538854805725971,4.0
itsmehemant123/gpt2-discord-bot,ID1,Applied,28,23,11,11.0,2,2164,0.0070377479206653,2.0
hughplay/DFNet,ID1,Applied,215,8635,44,16.0,1,2114,0.0087527352297593,1.0
Nick-Morgan/neural-style-transfer,ID1,Applied,41,413947,2,65.0,1,2088,0.042791310072416,1.0
nubank/fklearn,ID1,Applied,1493,2594,164,157.0,30,2157,0.0828059071729957,53.0
GitLanx/Semantic-Segmentation-PyTorch,ID1,Applied,12,140,2,202.0,3,2163,0.1260923845193508,3.0
stefanonardo/pytorch-esn,ID1,Applied,204,309,43,50.0,4,2496,0.0223713646532438,4.0
omkarv/pong-from-pixels,ID1,Applied,28,740,12,13.0,1,2216,0.0067708333333333,1.0
AnkitRai/PlantClassify_DeepLearning,ID1,Applied,5,98,2,33.0,1,2908,0.0180131004366812,1.0
prashnani/PerceptualImageError,ID1,Applied,184,20174,24,59.0,1,2423,0.0277647058823529,1.0
maciejkula/spotlight,ID1,Applied,2944,9222,420,299.0,9,2769,0.1193612774451097,9.0
LuciaLlavero/ryuzaki_bot,ID1,Applied,36,43,0,20.0,1,2114,0.0114481969089868,1.0
sakuranew/BERT-AttributeExtraction,ID1,Applied,258,5616,65,22.0,1,2233,0.011482254697286,1.0
Issam28/Brain-tumor-segmentation,ID1,Applied,186,36806,64,22.0,1,2557,0.0096280087527352,1.0
quark0/darts,ID1,Applied,3862,4927,841,71.0,1,2404,0.0331465919701213,1.0
cardwing/Codes-for-Steering-Control,ID1,Applied,52,49529,21,91.0,1,2648,0.0402121078214759,1.0
PSLmodels/PCI,ID1,Applied,178,40939,53,255.0,3,2305,0.1253687315634218,3.0
cmsflash/beauty-net,ID1,Applied,187,139,11,178.0,2,2401,0.0834114339268978,2.0
skggm/skggm,ID1,Applied,235,9033,44,703.0,5,3148,0.2458901713885974,5.0
OFAI/hub-toolbox-python3,ID1,Applied,19,1982,4,678.0,1,3387,0.2209188660801564,1.0
neeilan/DeepPlayByPlay,ID1,Applied,162,34739,21,53.0,2,2427,0.0254196642685851,2.0
saxenanihal95/CricketPrediction,ID1,Applied,13,130,7,15.0,1,2489,0.0067567567567567,1.0
dancsalo/TensorFlow-MIL,ID1,Applied,89,232,33,12.0,1,2970,0.0044477390659747,1.0
carsdotcom/skelebot,ID1,Applied,32,545,13,165.0,7,2110,0.1065891472868217,7.0
JoergFranke/ADNC,ID1,Applied,93,109267,13,85.0,1,2481,0.0405534351145038,1.0
danielhanchen/hyperlearn,ID1,Applied,1601,48946,119,260.0,4,2341,0.125,4.0
hamelsmu/ktext,ID1,Applied,181,83,29,127.0,1,2572,0.0580704160951074,1.0
pcyin/pytorch_basic_nmt,ID1,Applied,87,17341,23,34.0,0,2323,0.0163618864292589,1.0
pcyin/pytorch_nmt,ID1,Applied,115,17258,25,58.0,1,2844,0.0229885057471264,1.0
astorfi/3D-convolutional-speaker-recognition,ID1,Applied,779,50403,275,89.0,1,2776,0.0356570512820512,1.0
JamesQuintero/Recession-Indicator,ID1,Applied,21,18402,14,18.0,1,2696,0.008,1.0
Pzoom522/MusiCoder,ID1,Applied,153,50978,32,60.0,4,2466,0.0279589934762348,4.0
neka-nat/image_completion_keras,ID1,Applied,31,373,11,26.0,1,2572,0.0117275597654488,1.0
crouchred/speaker-recognition-py3,ID1,Applied,246,15,81,15.0,1,2936,0.0056925996204933,1.0
Sierkinhane/crnn_chinese_characters_rec,ID1,Applied,1781,189416,539,56.0,1,2311,0.0273304050756466,1.0
Sierkinhane/AtrousPose,ID1,Applied,61,104775,11,32.0,1,2096,0.0175054704595186,1.0
qhan1028/Fully-Convolutional-Networks,ID1,Applied,34,32,12,34.0,1,2752,0.0178384050367261,1.0
marctuscher/DRQN-tensorflow,ID1,Applied,171,65304,50,70.0,2,2390,0.0328947368421052,2.0
uber/causalml,ID2,Applied,4774,98340,747,613.0,30,2025,0.3475056689342403,59.0
instacart/lore,ID1,Applied,1551,1641,135,274.0,23,2653,0.1156118143459915,23.0
HymEric/VSR-DUF-Reimplement,ID1,Applied,108,74,16,30.0,2,2235,0.0194552529182879,2.0
wkentaro/chainer-cyclegan,ID1,Applied,10,31083,3,148.0,1,2594,0.070779531324725,1.0
wkentaro/chainer-mask-rcnn,ID1,Applied,55,10290,18,760.0,3,2784,0.3331871985971065,3.0
molecularsets/moses,ID1,Applied,780,167982,233,210.0,18,2248,0.1062753036437247,18.0
Pattio/DeepSwarm,ID1,Applied,317,101,38,133.0,1,2215,0.0697796432318992,1.0
nuric/deeplogic,ID1,Applied,20,133,6,163.0,1,2605,0.0713660245183887,1.0
Eurus-Holmes/cmu11-485-785,ID1,Applied,39,187320,18,63.0,1,2314,0.0315,1.0
Ralireza/ml-newbie,ID1,Applied,12,5213,1,63.0,2,2111,0.0385085574572127,2.0
data-mill-cloud/data-mill,ID1,Applied,24,3070,5,263.0,1,2223,0.1423930698429886,1.0
DeepInEvil/webCamEmocognizer,ID1,Applied,57,21984,20,19.0,1,2908,0.0094668659691081,1.0
AllenInstitute/mouse_connectivity_models,ID1,Applied,38,587397,14,429.0,7,2549,0.1922043010752688,7.0
ratsgo/models,ID1,Applied,16,1594,9,11.0,2,2866,0.0049129075480125,2.0
sonidosmutantes/apicultor,ID1,Applied,19,163043,5,816.0,3,3129,0.3469387755102041,3.0
SSSxCCC/AlphaZero-In-Unity,ID1,Applied,38,4403,15,12.0,1,2270,0.006006006006006,1.0
gaborvecsei/CDCGAN-Keras,ID1,Applied,43,7598,10,13.0,1,2207,0.0067287784679089,1.0
nicolay-r/sentiment-pcnn,ID1,Applied,9,3547,2,41.0,1,2480,0.037037037037037,1.0
howl-anderson/seq2annotation,ID1,Applied,85,9242,22,413.0,2,2260,0.2138788192646297,2.0
oist/Usiigaci,ID1,Applied,188,481767,70,113.0,1,2414,0.0529522024367385,1.0
adiyoss/GCommandsPytorch,ID1,Applied,70,15844,21,41.0,1,2660,0.018021978021978,1.0
kfoynt/LocalGraphClustering,ID1,Applied,129,1136912,45,846.0,5,2700,0.3609215017064846,5.0
NVISO-BE/ee-outliers,ID2,Applied,204,4107,35,1690.0,10,2235,0.8657786885245902,10.0
daigo0927/pwcnet,ID1,Applied,77,308907,22,134.0,2,2455,0.0661075481006413,2.0
DwangoMediaVillage/Comicolorization,ID1,Applied,138,2772,23,14.0,5,2712,0.0058997050147492,5.0
Mehran-k/SimplE,ID1,Applied,142,8824,34,11.0,1,2536,0.0048910626945309,1.0
bricewalker/Hey-Jetson,ID1,Applied,192,3091626,40,438.0,3,2505,0.1976534296028881,3.0
tum-phoenix/drive_ml,ID1,Applied,13,36594,4,386.0,11,2781,0.1732495511669659,11.0
fmahoudeau/fcn,ID1,Applied,35,12503,7,61.0,1,2172,0.0326377742108079,1.0
doubleQ2018/Deep-learning-for-contact_map_v2,ID1,Applied,19,14851,8,25.0,1,2570,0.0223413762287756,1.0
gvashkevich/tf-flowavenet,ID1,Applied,25,6419,3,50.0,1,2257,0.0514933058702368,1.0
ebigelow/tf-decompose,ID1,Applied,63,211,13,25.0,1,2866,0.0124564025909317,1.0
AlbertSuarez/donework,ID1,Applied,14,286,0,122.0,3,2119,0.2238532110091743,3.0
tony-mtz/CAM,ID1,Applied,14,83101,5,18.0,1,2207,0.015,1.0
ferreirafabio/video2tfrecord,ID1,Applied,153,29121,37,145.0,4,2677,0.06447309915518,4.0
devanshkv/fetch,ID1,Applied,37,244,31,67.0,5,2201,0.0347330222913426,6.0
cbmi-uthsc/deepSepsis,ID1,Applied,16,37,9,25.0,3,2153,0.0143760782058654,3.0
srihari-humbarwadi/YOLOv1-TensorFlow2.0,ID1,Applied,46,164491,10,21.0,1,2081,0.0120620333141872,1.0
PacktPublishing/Advanced-Deep-Learning-with-Keras,ID1,Applied,1728,734181,924,451.0,5,2506,0.2009803921568627,5.0
PacktPublishing/Building-Computer-Vision-Projects-with-OpenCV4-and-CPlusPlus,ID1,Applied,142,79927,85,10.0,2,2159,0.0052714812862414,2.0
apoorva-dave/LicensePlateDetector,ID1,Applied,330,65763,112,25.0,3,2327,0.0121713729308666,3.0
sumuzhao/CycleGAN-Music-Style-Transfer,ID1,Applied,258,1375,66,90.0,4,2331,0.0435624394966118,4.0
saturn-lab/Smart-Things-TensorFlow-Practice,ID1,Applied,13,49644,8,69.0,1,2370,0.0621621621621621,1.0
saidziani/Arabic-News-Article-Classification,ID1,Applied,89,6938,24,51.0,1,2481,0.0252350321622958,1.0
hrpan/tetris_mcts,ID1,Applied,335,10204,34,420.0,2,2529,0.1852668725187472,2.0
AndyHsiao26/GAIL-Tensorflow,ID1,Applied,13,174,1,12.0,1,2292,0.009188361408882,1.0
tue-robotics/image_recognition,ID1,Applied,66,24764,41,820.0,16,3008,0.2987249544626594,16.0
NIHOPA/word2vec_pipeline,ID1,Applied,115,3905,14,514.0,5,3307,0.1727731092436975,5.0
Haoran-S/SPAWC2017,ID1,Applied,129,3795,49,35.0,1,2821,0.0137578616352201,1.0
LPDI-EPFL/masif,ID2,Applied,538,95909,149,440.0,3,2142,0.2340425531914893,3.0
