ProjectName,IDPaper_x,ProjectType_x,Stars,Size,Forks,Commit Count,Contributors,Project Age,Activity Rate,ContributorNumber
FederatedAI/FATE,ID2,Tool,5520.0,277335.0,1539.0,13775.0,30.0,2191.0,7.137305699481865,84.0
fepegar/torchio,ID2,Tool,1957.0,46398.0,226.0,1594.0,30.0,1885.0,0.9845583693638048,51.0
flairNLP/flair,ID2,Tool,13585.0,155296.0,2066.0,5955.0,30.0,2418.0,2.7620593692022264,197.0
flow-project/flow,ID2,Tool,1022.0,283835.0,368.0,3718.0,30.0,2709.0,1.5187908496732023,44.0
frankkramer-lab/MIScnn,ID2,Tool,394.0,139503.0,117.0,568.0,7.0,2086.0,0.3131201764057332,7.0
freewym/espresso,ID2,Tool,941.0,18016.0,116.0,2438.0,30.0,2244.0,1.256701030927835,288.0
funcwj/setk,ID2,Tool,390.0,38095.0,91.0,249.0,2.0,2517.0,0.1110615521855486,2.0
galaxyproject/galaxy,ID2,Tool,1315.0,646912.0,964.0,76632.0,30.0,3622.0,22.80035703659625,269.0
geoopt/geoopt,ID2,Tool,797.0,1573.0,78.0,215.0,9.0,2269.0,0.1073926073926073,9.0
geyang/ml_logger,ID2,Tool,185.0,27305.0,17.0,810.0,5.0,2469.0,0.3678474114441417,5.0
google/flax,ID2,Tool,5543.0,22608.0,594.0,4453.0,30.0,1840.0,2.820139328689044,204.0
google/ml-metadata,ID2,Tool,596.0,2954.0,133.0,844.0,17.0,2200.0,0.437759336099585,17.0
google/qkeras,ID2,Tool,523.0,1382.0,101.0,432.0,24.0,1997.0,0.2494226327944572,24.0
google/TensorNetwork,ID2,Tool,1773.0,4109.0,351.0,566.0,30.0,2100.0,0.3084468664850136,50.0
google/tf-quant-finance,ID2,Tool,4299.0,17733.0,551.0,956.0,30.0,2010.0,0.5465980560320183,41.0
GoogleCloudPlatform/ai-platform-samples,ID2,Tool,453.0,103180.0,231.0,681.0,30.0,2106.0,0.3745874587458745,54.0
GoogleCloudPlatform/healthcare,ID2,Tool,368.0,30313.0,168.0,845.0,25.0,2526.0,0.3743907842268498,25.0
GoogleCloudPlatform/ml-on-gcp,ID2,Tool,477.0,13350.0,184.0,374.0,26.0,2712.0,0.1531531531531531,26.0
google-research/tensor2robot,ID2,Tool,526.0,969.0,112.0,236.0,14.0,2082.0,0.1304588170259812,14.0
greentfrapp/lucent,ID2,Tool,586.0,40445.0,85.0,183.0,8.0,1720.0,0.1271716469770674,12.0
guildai/guildai,ID2,Tool,857.0,24057.0,85.0,5777.0,25.0,2675.0,2.39411520928305,25.0
guillaume-be/rust-bert,ID2,Tool,2432.0,4146.0,198.0,1107.0,30.0,1825.0,0.708253358925144,40.0
heartexlabs/label-studio,ID2,Tool,16616.0,2046595.0,2051.0,3402.0,30.0,2045.0,1.90695067264574,111.0
heronsystems/adeptRL,ID2,Tool,201.0,2742.0,30.0,275.0,10.0,2345.0,0.1403061224489795,10.0
huggingface/transformers,ID2,Tool,125583.0,213842.0,24889.0,16035.0,30.0,2278.0,7.949925632126921,433.0
HumanCompatibleAI/adversarial-policies,ID2,Tool,265.0,5596.0,47.0,472.0,5.0,2259.0,0.2364729458917835,5.0
IBM/adversarial-robustness-toolbox,ID2,Tool,4488.0,510962.0,1122.0,12226.0,30.0,2506.0,5.445879732739421,99.0
IBM/AIF360,ID2,Tool,2319.0,6831.0,816.0,436.0,30.0,2346.0,0.2091127098321342,63.0
IBM/AIX360,ID2,Tool,1538.0,374123.0,304.0,582.0,25.0,2023.0,0.3310580204778157,25.0
IBM/lale,ID2,Tool,321.0,42397.0,82.0,1479.0,27.0,1997.0,0.8539260969976905,27.0
interpretml/DiCE,ID2,Tool,1277.0,15891.0,179.0,779.0,19.0,2093.0,0.4254505734571273,19.0
interpretml/interpret-community,ID2,Tool,412.0,47777.0,84.0,480.0,21.0,1947.0,0.285204991087344,21.0
interpretml/interpret-text,ID2,Tool,402.0,10823.0,67.0,152.0,18.0,1968.0,0.0893592004703115,18.0
jeongyoonlee/Kaggler,ID2,Tool,739.0,2266.0,166.0,254.0,8.0,3648.0,0.0752592592592592,8.0
jessevig/bertviz,ID2,Tool,6406.0,203130.0,748.0,307.0,5.0,2230.0,0.1559167089893346,5.0
jettify/pytorch-optimizer,ID2,Tool,2949.0,48349.0,295.0,435.0,26.0,1847.0,0.2744479495268139,26.0
jrzaurin/pytorch-widedeep,ID2,Tool,1241.0,101605.0,185.0,829.0,8.0,2651.0,0.3468619246861925,8.0
KaiyangZhou/deep-person-reid,ID2,Tool,4115.0,9804.0,1125.0,896.0,12.0,2510.0,0.3983992885726989,12.0
kakao/buffalo,ID2,Tool,572.0,12439.0,107.0,549.0,20.0,1976.0,0.3301262778111846,20.0
kaushaltrivedi/fast-bert,ID2,Tool,1848.0,2183.0,340.0,345.0,27.0,2107.0,0.1868905742145178,27.0
keiohta/tf2rl,ID2,Tool,457.0,9025.0,103.0,985.0,4.0,2115.0,0.5324324324324324,4.0
keras-team/keras-tuner,ID2,Tool,2827.0,2159.0,383.0,1086.0,30.0,2058.0,0.6067039106145251,57.0
keunwoochoi/kapre,ID2,Tool,911.0,5091.0,149.0,195.0,9.0,2962.0,0.0722757598220904,9.0
KevinMusgrave/powerful-benchmarker,ID2,Tool,426.0,25587.0,44.0,895.0,2.0,1902.0,0.5583281347473488,2.0
KevinMusgrave/pytorch-metric-learning,ID2,Tool,5779.0,49181.0,652.0,1215.0,30.0,1919.0,0.732810615199035,34.0
koaning/scikit-lego,ID2,Tool,1157.0,26086.0,114.0,518.0,30.0,2194.0,0.2679772374547335,59.0
kornia/kornia,ID2,Tool,9437.0,78497.0,936.0,2744.0,30.0,2346.0,1.3160671462829736,254.0
koursaros-ai/nboost,ID2,Tool,673.0,14826.0,69.0,1336.0,8.0,1913.0,0.8221538461538461,8.0
kubeflow/fairing,ID2,Tool,335.0,11091.0,145.0,235.0,30.0,2334.0,0.1142440447253281,40.0
kubeflow/katib,ID2,Tool,1428.0,101519.0,417.0,1249.0,30.0,2487.0,0.5610961365678346,111.0
kubeflow/kfserving,ID2,Tool,3083.0,432345.0,963.0,1499.0,30.0,2129.0,0.8024625267665952,231.0
kubeflow/pipelines,ID2,Tool,3449.0,363887.0,1551.0,5879.0,30.0,2448.0,2.6881572930955646,379.0
kubeflow-kale/kale,ID2,Tool,624.0,26785.0,129.0,644.0,8.0,2191.0,0.3338517366511145,8.0
kundajelab/deeplift,ID2,Tool,798.0,11266.0,162.0,553.0,10.0,3158.0,0.1908871246116672,10.0
lab-ml/labml,ID2,Tool,1871.0,105584.0,128.0,2068.0,8.0,2260.0,1.0345172586293148,8.0
learnables/cherry,ID2,Tool,198.0,8696.0,32.0,414.0,9.0,2246.0,0.2091965639211723,9.0
learnables/learn2learn,ID2,Tool,2546.0,9986.0,342.0,357.0,30.0,1995.0,0.2058823529411764,30.0
lsds/KungFu,ID2,Tool,286.0,1968.0,57.0,384.0,7.0,2217.0,0.1970241149307337,7.0
lukemelas/EfficientNet-PyTorch,ID2,Tool,7762.0,1172.0,1521.0,162.0,21.0,2065.0,0.08980044345898,21.0
lululxvi/deepxde,ID2,Tool,2355.0,28466.0,693.0,1169.0,30.0,2176.0,0.610443864229765,68.0
Lyken17/pytorch-OpCounter,ID2,Tool,4694.0,177.0,513.0,190.0,17.0,2554.0,0.0828608809419973,17.0
masa-su/pixyz,ID2,Tool,482.0,7392.0,41.0,900.0,11.0,2425.0,0.4182156133828996,11.0
MIC-DKFZ/nnUNet,ID2,Tool,5074.0,7881.0,1572.0,1533.0,30.0,2108.0,0.8299945858148349,61.0
MIC-DKFZ/trixi,ID2,Tool,220.0,16281.0,19.0,640.0,11.0,2435.0,0.3072491598655785,11.0
michaelhush/M-LOOP,ID2,Tool,156.0,3295.0,53.0,648.0,9.0,3480.0,0.2044809088040391,9.0
microsoft/botbuilder-python,ID2,Tool,659.0,8945.0,267.0,1780.0,30.0,2570.0,0.7715648027741656,63.0
microsoft/DeepSpeed,ID2,Tool,32866.0,212374.0,3863.0,2314.0,30.0,1827.0,1.4776500638569603,309.0
microsoft/EdgeML,ID2,Tool,1542.0,82301.0,366.0,890.0,29.0,2731.0,0.3603238866396761,29.0
microsoft/hummingbird,ID2,Tool,3305.0,14789.0,271.0,469.0,30.0,1778.0,0.3093667546174142,36.0
microsoft/Windows-Machine-Learning,ID2,Tool,992.0,541185.0,442.0,1730.0,30.0,2520.0,0.7671840354767184,47.0
mindsdb/mindsdb,ID2,Tool,21369.0,264732.0,2702.0,18367.0,30.0,2366.0,8.72541567695962,383.0
mlmed/torchxrayvision,ID2,Tool,840.0,45959.0,205.0,397.0,10.0,1786.0,0.260498687664042,10.0
nerox8664/pytorch2keras,ID2,Tool,849.0,243.0,145.0,282.0,12.0,2625.0,0.1201533873029399,12.0
NervanaSystems/nlp-architect,ID2,Tool,2930.0,556787.0,443.0,957.0,30.0,2443.0,0.4389908256880734,30.0
NeuromorphicProcessorProject/snn_toolbox,ID2,Tool,351.0,354285.0,105.0,659.0,9.0,3102.0,0.2319605772615276,9.0
nicolas-chaulet/torch-points3d,ID2,Tool,191.0,94766.0,43.0,1788.0,23.0,1110.0,2.1134751773049647,23.0
NLeSC/mcfly,ID2,Tool,361.0,11407.0,84.0,907.0,14.0,3171.0,0.3163585629577956,14.0
norse/norse,ID2,Tool,615.0,111261.0,78.0,389.0,19.0,1889.0,0.2389434889434889,19.0
nussl/nussl,ID2,Tool,582.0,23505.0,89.0,1029.0,10.0,3501.0,0.318280235075781,10.0
NVIDIA/Megatron-LM,ID2,Tool,8690.0,8307.0,1941.0,4191.0,30.0,2135.0,2.236392742796158,91.0
NVIDIA/NeMo,ID2,Tool,10141.0,253263.0,2157.0,6534.0,30.0,1998.0,3.761658031088083,303.0
NVIDIA/TRTorch,ID2,Tool,2345.0,46557.0,329.0,3749.0,30.0,1779.0,2.4696969696969697,90.0
NVIDIAGameWorks/kaolin,ID2,Tool,4236.0,111650.0,528.0,327.0,25.0,1897.0,0.2,25.0
nyanp/nyaggle,ID2,Tool,289.0,712.0,29.0,438.0,9.0,1862.0,0.2740926157697121,9.0
onnx/keras-onnx,ID2,Tool,379.0,18426.0,110.0,423.0,15.0,2228.0,0.2227488151658767,15.0
onnx/onnxTools,ID2,Tool,,,,,,,,
opencv/open_model_zoo,ID2,Tool,3958.0,312540.0,1359.0,8708.0,30.0,2292.0,4.287543082225505,159.0
opencv/openvino_training_extensions,ID2,Tool,1121.0,380193.0,437.0,477.0,18.0,2281.0,0.2361386138613861,18.0
open-mmlab/mmcv,ID2,Tool,5624.0,14352.0,1588.0,1428.0,30.0,2346.0,0.6848920863309352,249.0
open-mmlab/mmdetection,ID2,Tool,27899.0,64742.0,9202.0,2706.0,30.0,2346.0,1.297841726618705,418.0
OpenNMT/OpenNMT-tf,ID2,Tool,1444.0,25072.0,392.0,2039.0,22.0,2639.0,0.8592498946481247,22.0
openvinotoolkit/model_server,ID2,Tool,640.0,86925.0,194.0,2338.0,30.0,2311.0,1.140487804878049,41.0
openvinotoolkit/openvino,ID2,Tool,5974.0,494235.0,2013.0,15582.0,30.0,2292.0,7.672082717872969,403.0
PaddlePaddle/PARL,ID2,Tool,3194.0,48151.0,812.0,514.0,30.0,2465.0,0.2332123411978221,38.0
pgmpy/pgmpy,ID2,Tool,2623.0,9933.0,690.0,2953.0,30.0,4143.0,0.7606903657908295,106.0
PhoenixDL/rising,ID2,Tool,313.0,4988.0,28.0,900.0,9.0,1894.0,0.5535055350553506,9.0
piEsposito/blitz-bayesian-deep-learning,ID2,Tool,887.0,332.0,107.0,234.0,14.0,1791.0,0.1529411764705882,14.0
podgorskiy/ALAE,ID2,Tool,3498.0,213041.0,560.0,293.0,4.0,2144.0,0.1559340074507716,4.0
PreferredAI/cornac,ID2,Tool,820.0,25158.0,133.0,1356.0,19.0,2382.0,0.6396226415094339,19.0
Project-MONAI/MONAI,ID2,Tool,5372.0,66853.0,973.0,3047.0,30.0,1931.0,1.8245508982035927,185.0
pymc-devs/pymc3,ID2,Tool,8181.0,530671.0,1925.0,9917.0,30.0,5742.0,1.809341361065499,341.0
pymc-devs/pymc4,ID2,Tool,713.0,23089.0,113.0,236.0,27.0,2456.0,0.1079103795153177,27.0
pyprob/pyprob,ID2,Tool,389.0,37801.0,57.0,1371.0,9.0,2994.0,0.5044150110375276,9.0
pytorch/audio,ID2,Tool,2388.0,1447161.0,627.0,2308.0,30.0,2820.0,0.9019148104728408,198.0
pytorch/botorch,ID2,Tool,2959.0,153938.0,372.0,1882.0,30.0,2369.0,0.8927893738140418,88.0
pytorch/builder,ID2,Tool,319.0,3786.0,208.0,2598.0,30.0,3065.0,0.9265335235378032,107.0
pytorch/captum,ID2,Tool,4591.0,290081.0,464.0,1091.0,30.0,1976.0,0.6361516034985423,91.0
pytorch/elastic,ID2,Tool,727.0,4024.0,98.0,324.0,30.0,1941.0,0.1941282204913121,31.0
pytorch/fairseq,ID2,Tool,29323.0,25775.0,6246.0,2323.0,30.0,2704.0,0.950880065493246,296.0
pytorch/serve,ID2,Tool,3974.0,98091.0,806.0,3778.0,30.0,1939.0,2.2514898688915377,159.0
PyTorchLightning/pytorch-lightning,ID2,Tool,26998.0,131236.0,3256.0,10307.0,30.0,2125.0,5.52950643776824,442.0
Qiskit/qiskit-aqua,ID2,Tool,571.0,52034.0,384.0,6297.0,30.0,2417.0,2.941148995796357,84.0
quantumblacklabs/kedro,ID2,Tool,9377.0,205409.0,869.0,3231.0,30.0,2107.0,1.7502708559046587,209.0
rail-berkeley/softlearning,ID2,Tool,1160.0,13756.0,236.0,1490.0,13.0,2243.0,0.751765893037336,13.0
RexYing/gnn-model-explainer,ID2,Tool,817.0,302.0,172.0,180.0,6.0,2224.0,0.0920245398773006,6.0
rlworkgroup/garage,ID2,Tool,1816.0,60358.0,307.0,1221.0,30.0,2419.0,0.5658016682113067,70.0
robotlearn/pyrobolearn,ID2,Tool,394.0,336292.0,62.0,340.0,6.0,2323.0,0.1657727937591419,6.0
ROCmSoftwarePlatform/tensorflow-upstream,ID2,Tool,678.0,1061417.0,89.0,168794.0,30.0,2481.0,76.06759801712484,402.0
RTIInternational/gobbli,ID2,Tool,275.0,45715.0,23.0,260.0,2.0,1994.0,0.1615910503418272,2.0
rusty1s/pytorch_geometric,ID2,Tool,20194.0,19065.0,3531.0,7530.0,30.0,2666.0,3.130977130977131,427.0
rusty1s/pytorch_scatter,ID2,Tool,1479.0,765.0,175.0,1035.0,26.0,2595.0,0.4442060085836909,27.0
rwth-i6/returnn,ID2,Tool,349.0,26898.0,130.0,11453.0,30.0,3145.0,3.978117401875651,54.0
SeanNaren/deepspeech.pytorch,ID2,Tool,2087.0,742.0,621.0,517.0,30.0,2935.0,0.1934156378600823,45.0
SeldonIO/alibi,ID2,Tool,2294.0,36407.0,248.0,663.0,21.0,2158.0,0.3494992092778071,21.0
SeldonIO/alibi-detect,ID2,Tool,2092.0,31974.0,213.0,727.0,23.0,1935.0,0.4342891278375149,23.0
sisl/NeuralVerification.jl,ID2,Tool,217.0,16301.0,49.0,931.0,13.0,2359.0,0.4512845370819195,13.0
snap-stanford/ogb,ID2,Tool,1872.0,4444.0,395.0,675.0,25.0,1889.0,0.4148740012292563,25.0
snipsco/tract,ID2,Tool,2061.0,31056.0,206.0,5864.0,30.0,2726.0,2.3789046653144017,65.0
snorkel-team/snorkel,ID2,Tool,5715.0,292481.0,856.0,2693.0,30.0,3254.0,0.9003677699765965,69.0
songlab-cal/tape,ID2,Tool,629.0,860.0,129.0,344.0,4.0,1872.0,0.2135319677219118,4.0
sql-machine-learning/elasticdl,ID2,Tool,720.0,32143.0,115.0,1829.0,23.0,2285.0,0.9090457256461232,23.0
studioml/studio,ID2,Tool,381.0,2625.0,52.0,2412.0,13.0,2810.0,0.9481132075471698,13.0
Sujit-O/pykg2vec,ID2,Tool,591.0,9742.0,108.0,1402.0,8.0,2150.0,0.7453482190324295,8.0
SurrealAI/surreal,ID2,Tool,482.0,2798.0,71.0,1418.0,12.0,2278.0,0.7118473895582329,11.0
tensorflow/compression,ID2,Tool,826.0,1427.0,249.0,293.0,17.0,2445.0,0.1344653510784763,17.0
tensorflow/data-validation,ID2,Tool,751.0,4180.0,166.0,962.0,22.0,2397.0,0.450374531835206,22.0
tensorflow/fairness-indicators,ID2,Tool,331.0,4525.0,77.0,327.0,28.0,1942.0,0.1949910554561717,28.0
tensorflow/federated,ID2,Tool,2281.0,93129.0,575.0,5281.0,30.0,2234.0,2.680710659898477,103.0
tensorflow/graphics,ID2,Tool,2740.0,7410.0,364.0,767.0,30.0,2207.0,0.3955647240845796,34.0
tensorflow/io,ID2,Tool,690.0,53156.0,274.0,1686.0,30.0,2267.0,0.845960863020572,100.0
tensorflow/mesh,ID2,Tool,1557.0,2352.0,255.0,658.0,30.0,2317.0,0.3209756097560975,43.0
tensorflow/model-analysis,ID2,Tool,1242.0,22880.0,270.0,1435.0,30.0,2498.0,0.6440754039497307,52.0
tensorflow/models,ID2,Tool,76630.0,627559.0,45858.0,9405.0,30.0,3275.0,3.12043795620438,364.0
tensorflow/quantum,ID2,Tool,1740.0,22276.0,547.0,790.0,30.0,1813.0,0.5093488072211476,32.0
tensorflow/serving,ID2,Tool,6083.0,19289.0,2186.0,8573.0,30.0,3285.0,2.834986772486773,203.0
tensorflow/tcav,ID2,Tool,617.0,638.0,144.0,171.0,15.0,2396.0,0.0800936768149882,15.0
tensorflow/text,ID2,Tool,1197.0,13810.0,327.0,877.0,30.0,2066.0,0.4893973214285714,108.0
tensorforce/tensorforce,ID2,Tool,3283.0,28750.0,535.0,2114.0,30.0,2867.0,0.8115163147792707,64.0
tensorlayer/RLzoo,ID2,Tool,614.0,21733.0,96.0,346.0,8.0,2008.0,0.2002314814814814,8.0
tensorlayer/tensorlayer,ID2,Tool,7298.0,104782.0,1605.0,3353.0,30.0,3152.0,1.1598062953995156,90.0
tensorpack/tensorpack,ID2,Tool,6298.0,9096.0,1816.0,2944.0,30.0,3317.0,0.9633507853403142,51.0
tensorwerk/hangar-py,ID2,Tool,204.0,3812.0,29.0,616.0,5.0,2109.0,0.3358778625954198,5.0
Tessellate-Imaging/Monk_Object_Detection,ID2,Tool,621.0,267138.0,245.0,772.0,13.0,1850.0,0.4904701397712833,13.0
Tessellate-Imaging/monk_v1,ID2,Tool,583.0,194755.0,215.0,600.0,16.0,1902.0,0.3687768899815611,16.0
tf-encrypted/tf-encrypted,ID2,Tool,1193.0,23491.0,210.0,604.0,25.0,2500.0,0.2702460850111857,25.0
THUDM/cogdl,ID2,Tool,1687.0,10274.0,313.0,486.0,30.0,2138.0,0.2590618336886993,40.0
thu-ml/tianshou,ID2,Tool,7447.0,47899.0,1084.0,729.0,30.0,2474.0,0.3294170808856755,68.0
thunlp/OpenNRE,ID2,Tool,4253.0,273293.0,1055.0,177.0,10.0,2888.0,0.0673772363913209,10.0
timesler/facenet-pytorch,ID2,Tool,4180.0,23719.0,918.0,251.0,14.0,2070.0,0.1387506909894969,14.0
tofunlp/lineflow,ID2,Tool,181.0,863.0,9.0,786.0,4.0,2159.0,0.4219001610305958,4.0
tslearn-team/tslearn,ID2,Tool,2790.0,7488.0,330.0,1637.0,30.0,2821.0,0.639453125,36.0
UKPLab/sentence-transformers,ID2,Tool,13870.0,18239.0,2338.0,1439.0,30.0,2010.0,0.8227558604917096,153.0
Unity-Technologies/ml-agents,ID2,Tool,16393.0,3040657.0,4068.0,3522.0,30.0,2694.0,1.4475955610357585,142.0
vaexio/vaex,ID2,Tool,8174.0,136791.0,588.0,3636.0,30.0,3771.0,1.035897435897436,63.0
vanvalenlab/deepcell-tf,ID2,Tool,391.0,356996.0,90.0,414.0,21.0,2444.0,0.1908713692946058,21.0
VertaAI/modeldb,ID2,Tool,1669.0,56134.0,283.0,4114.0,30.0,3018.0,1.4981791697013838,50.0
wandb/client,ID2,Tool,8259.0,94917.0,609.0,6556.0,30.0,2862.0,2.520569011918493,160.0
wubinzzu/NeuRec,ID2,Tool,1035.0,18432.0,215.0,217.0,5.0,2159.0,0.1145118733509234,5.0
XanaduAI/pennylane,ID2,Tool,2122.0,89615.0,538.0,4205.0,30.0,2473.0,1.900994575045208,162.0
XanaduAI/strawberryfields,ID2,Tool,732.0,22026.0,187.0,1171.0,30.0,2495.0,0.5255834829443446,42.0
Xilinx/brevitas,ID2,Tool,1091.0,20450.0,175.0,1290.0,17.0,2389.0,0.606203007518797,17.0
yahoo/TensorFlowOnSpark,ID2,Tool,3866.0,9472.0,943.0,632.0,20.0,2925.0,0.2376833396013539,20.0
YosefLab/scVI,ID2,Tool,1133.0,145781.0,335.0,3993.0,30.0,2696.0,1.639835728952772,61.0
zalandoresearch/pytorch-ts,ID2,Tool,1169.0,3920.0,184.0,437.0,11.0,1774.0,0.2892124420913302,11.0
zeusees/HyperLPR,ID2,Tool,5531.0,365109.0,1991.0,342.0,17.0,2678.0,0.1414977244517997,17.0
zhijian-liu/torchprofile,ID2,Tool,527.0,81.0,38.0,137.0,5.0,1969.0,0.0802107728337236,5.0
zyfra/ebonite,ID2,Tool,199.0,1003.0,10.0,243.0,7.0,1897.0,0.1607142857142857,7.0
